,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams,AllStars,MVPs
3003,Brendan McCann,1958,1960,G,6-2,178.0,"July 5, 1935",St. Bonaventure University,/players/m/mccanbr01.html,2,41.0,0.0,8.1,0.6,2.8,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.7,0.0,0.0,1.2,1.6,0.0,0.0,0.0,0.9,1.8,1,0.0,0.0
3004,Mel McCants,1990,1990,F,6-8,240.0,"August 19, 1967",Purdue University,/players/m/mccanme01.html,0,13.0,0.0,5.0,0.6,2.0,0.308,0.0,0.0,0.0,0.6,2.0,0.308,0.308,0.5,0.6,0.75,0.1,0.4,0.5,0.2,0.2,0.1,0.1,0.8,1.7,1,0.0,0.0
3005,Rashad McCants,2006,2009,G,6-4,207.0,"September 25, 1984",University of North Carolina,/players/m/mccanra01.html,3,249.0,39.0,20.2,3.7,8.6,0.431,1.2,3.2,0.368,2.5,5.4,0.467,0.499,1.4,1.8,0.741,0.5,1.6,2.0,1.3,0.7,0.2,1.5,2.3,10.0,2,0.0,0.0
3006,Mike McCarron,1947,1950,G,5-11,180.0,"March 2, 1922",Seton Hall University,/players/m/mccarmi01.html,3,68.0,0.0,0.0,3.5,12.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.3,0.614,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.8,9.7,3,0.0,0.0
3007,Andre McCarter,1977,1981,G,6-3,190.0,"August 25, 1953","University of California, Los Angeles",/players/m/mccaran01.html,4,103.0,0.0,11.5,1.7,3.8,0.431,0.0,0.2,0.25,1.6,3.7,0.435,0.434,0.5,0.7,0.725,0.3,0.6,0.9,1.7,0.4,0.0,0.5,1.0,3.8,2,0.0,0.0
3008,Willie McCarter,1970,1972,G,6-3,175.0,"July 26, 1946",Drake University,/players/m/mccarwi01.html,2,155.0,0.0,18.3,3.1,7.7,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.2,0.656,0.0,0.0,1.6,2.0,0.0,0.0,0.0,1.8,7.0,2,0.0,0.0
3009,Johnny McCarthy,1957,1964,G,6-1,185.0,"April 25, 1934",Canisius College,/players/m/mccarjo01.html,7,316.0,0.0,27.9,3.0,8.6,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.7,0.622,0.0,0.0,3.6,3.7,0.0,0.0,0.0,2.8,7.8,4,0.0,0.0
3010,Howie McCarty,1947,1947,F-G,6-2,190.0,0,Wayne State University,/players/m/mccarho01.html,0,19.0,0.0,0.0,0.5,4.3,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.2,1.1,1,0.0,0.0
3011,Kelly McCarty,1999,1999,G-F,6-7,200.0,"August 24, 1975",University of Southern Mississippi,/players/m/mccarke01.html,0,2.0,0.0,2.0,1.0,1.5,0.667,0.0,0.0,0.0,1.0,1.5,0.667,0.667,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0
3012,Walter McCarty,1997,2006,F,6-10,230.0,"February 1, 1974",University of Kentucky,/players/m/mccarwa01.html,9,593.0,108.0,17.5,1.8,4.7,0.392,0.8,2.2,0.346,1.1,2.5,0.433,0.474,0.7,1.0,0.698,0.7,1.9,2.6,1.1,0.6,0.3,0.9,2.0,5.2,4,0.0,0.0
3013,Amal McCaskill,1997,2004,F-C,6-11,235.0,"October 28, 1973",Marquette University,/players/m/mccasam01.html,7,114.0,4.0,8.5,0.7,1.9,0.377,0.0,0.0,0.0,0.7,1.9,0.382,0.377,0.4,0.6,0.609,0.7,1.2,1.9,0.3,0.2,0.3,0.5,1.2,1.8,4,0.0,0.0
3014,Patrick McCaw,2017,2018,G,6-7,185.0,"October 25, 1995","University of Nevada, Las Vegas",/players/m/mccawpa01.html,1,128.0,30.0,15.9,1.5,3.7,0.421,0.5,1.6,0.296,1.1,2.1,0.517,0.485,0.4,0.6,0.775,0.3,1.1,1.4,1.2,0.6,0.2,0.6,1.0,4.0,1,0.0,0.0
3015,Dwayne McClain,1986,1986,G,6-6,185.0,"February 7, 1963",Villanova University,/players/m/mccladw01.html,0,45.0,4.0,10.2,1.5,4.0,0.383,0.0,0.2,0.111,1.5,3.8,0.398,0.386,0.4,0.8,0.514,0.3,0.4,0.7,1.5,0.8,0.1,0.9,1.4,3.5,1,0.0,0.0
3016,Ted McClain,1972,1979,G,6-1,180.0,"August 30, 1946",Tennessee State University,/players/m/mcclate01.html,7,555.0,0.0,22.9,3.3,7.4,0.449,0.1,0.3,0.218,3.3,7.2,0.457,0.453,1.7,2.2,0.767,0.9,2.1,2.9,3.4,1.7,0.2,2.2,3.0,8.4,7,1.0,0.0
3017,Dan McClintock,2001,2001,C,7-0,270.0,"April 19, 1977",Northern Arizona University,/players/m/mcclida01.html,0,6.0,1.0,9.7,1.5,3.0,0.5,0.0,0.0,0.0,1.5,3.0,0.5,0.5,0.0,0.8,0.0,1.7,1.2,2.8,0.2,0.0,0.3,0.5,1.8,3.0,1,0.0,0.0
3018,Jack McCloskey,1953,1953,G,6-2,190.0,"September 19, 1925",University of Pennsylvania,/players/m/mccloja01.html,0,1.0,0.0,16.0,3.0,9.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,6.0,0,0.0,0.0
3019,George McCloud,1990,2002,G-F,6-6,205.0,"May 27, 1967",Florida State University,/players/m/mccloge01.html,12,766.0,194.0,22.8,3.2,8.0,0.402,1.2,3.4,0.358,2.0,4.7,0.434,0.477,1.4,1.7,0.81,0.9,2.2,3.1,2.3,0.8,0.2,1.4,2.1,9.0,5,0.0,0.0
3020,C.J. McCollum,2014,2018,G,6-3,190.0,"September 19, 1991",Lehigh University,/players/m/mccolcj01.html,4,341.0,244.0,29.2,6.5,14.4,0.454,1.9,4.7,0.408,4.6,9.7,0.476,0.521,2.2,2.6,0.842,0.5,2.4,3.0,2.9,0.9,0.3,1.8,2.0,17.2,1,0.0,0.0
3021,John McConathy,1952,1952,F,6-5,195.0,"April 9, 1930",Northwestern State University,/players/m/mcconjo01.html,0,11.0,0.0,9.6,0.4,2.6,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3,0.429,0.0,0.0,1.8,0.7,0.0,0.0,0.0,0.6,1.3,1,0.0,0.0
3022,Bucky McConnell,1953,1953,G,5-10,170.0,"July 1, 1928",Marshall University,/players/m/mcconbu01.html,0,14.0,0.0,21.2,1.9,5.1,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,0.483,0.0,0.0,2.4,2.9,0.0,0.0,0.0,2.8,4.9,0,0.0,0.0
3023,T.J. McConnell,2016,2018,G,6-2,200.0,"March 25, 1992","Duquesne University, University of Arizona",/players/m/mccontj01.html,2,238.0,69.0,22.9,2.8,5.9,0.475,0.3,0.9,0.335,2.5,5.0,0.5,0.5,0.5,0.7,0.765,0.5,2.6,3.1,5.1,1.3,0.1,1.7,1.6,6.4,1,0.0,0.0
3024,Keith McCord,1981,1981,G,6-7,210.0,"June 22, 1957","University of Alabama, University of Alabama at Birmingham",/players/m/mccorke01.html,0,2.0,0.0,4.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,0.0,2.0,1,0.0,0.0
3025,Tim McCormick,1985,1992,C,6-11,240.0,"March 10, 1962",University of Michigan,/players/m/mccorti01.html,7,483.0,210.0,21.5,3.2,6.0,0.535,0.0,0.0,0.063,3.2,6.0,0.537,0.535,1.9,2.8,0.703,1.6,3.3,4.9,1.0,0.3,0.4,1.3,2.6,8.3,6,0.0,0.0
3026,Jelani McCoy,1999,2008,C,6-10,245.0,"December 6, 1977","University of California, Los Angeles",/players/m/mccoyje01.html,9,260.0,72.0,14.7,2.0,3.6,0.539,0.0,0.0,0.0,2.0,3.6,0.539,0.539,0.7,1.4,0.49,1.1,2.4,3.5,0.5,0.3,0.7,0.9,2.0,4.6,6,0.0,0.0
3027,Paul McCracken,1973,1977,G,6-4,180.0,"September 11, 1950","California State University, Northridge",/players/m/mccrapa01.html,4,37.0,0.0,11.8,1.7,3.8,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,0.596,0.5,1.2,2.0,0.9,0.5,0.0,0.0,1.4,4.3,2,0.0,0.0
3028,Chris McCray,2007,2007,G,6-5,192.0,"May 27, 1984",University of Maryland,/players/m/mccrach01.html,0,5.0,0.0,2.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,1,0.0,0.0
3029,Rodney McCray,1984,1993,F-G,6-7,220.0,"August 29, 1961",University of Louisville,/players/m/mccraro01.html,9,768.0,629.0,32.4,4.6,9.1,0.503,0.1,0.3,0.26,4.5,8.8,0.51,0.507,2.5,3.3,0.761,2.1,4.5,6.6,3.6,0.8,0.6,1.8,2.3,11.7,4,0.0,0.0
3030,Scooter McCray,1984,1987,F-G,6-9,215.0,"February 8, 1960",University of Louisville,/players/m/mccrasc01.html,3,77.0,8.0,11.6,1.1,2.5,0.423,0.0,0.0,0.0,1.1,2.5,0.423,0.423,0.8,1.2,0.611,0.9,1.6,2.5,1.0,0.3,0.3,0.9,1.5,2.9,2,0.0,0.0
3031,Erik McCree,2018,2018,F,6-8,225.0,"December 20, 1993",Louisiana Tech University,/players/m/mccreer01.html,0,4.0,0.0,2.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.0,2,0.0,0.0
3032,Chris McCullough,2016,2018,F,6-11,200.0,"February 5, 1995",Syracuse University,/players/m/mcculch01.html,2,59.0,4.0,9.0,1.3,3.1,0.426,0.3,0.8,0.306,1.1,2.3,0.47,0.467,0.4,0.7,0.548,0.7,1.2,1.9,0.3,0.5,0.3,0.3,0.9,3.3,2,0.0,0.0
3033,John McCullough,1982,1982,G,6-4,190.0,"October 5, 1956",University of Oklahoma,/players/m/mcculjo01.html,0,8.0,0.0,2.9,1.1,1.6,0.692,0.0,0.0,0.0,1.1,1.6,0.692,0.692,0.4,0.6,0.6,0.1,0.4,0.5,0.4,0.3,0.0,0.4,0.4,2.6,1,0.0,0.0
3034,Clint McDaniel,1996,1996,G,6-4,180.0,"February 26, 1972",University of Arkansas,/players/m/mcdancl01.html,0,12.0,0.0,5.9,0.7,1.9,0.348,0.2,0.5,0.333,0.5,1.4,0.353,0.391,1.0,1.3,0.75,0.3,0.6,0.8,0.6,0.4,0.0,0.2,0.8,2.5,1,0.0,0.0
3035,Xavier McDaniel,1986,1998,F,6-7,205.0,"June 4, 1963",Wichita State University,/players/m/mcdanxa01.html,12,870.0,529.0,29.0,6.5,13.4,0.485,0.1,0.3,0.261,6.4,13.1,0.491,0.489,2.5,3.5,0.718,2.4,3.7,6.1,2.0,0.9,0.5,2.2,2.9,15.6,5,1.0,0.0
3036,Jim McDaniels,1972,1978,C-F,6-11,228.0,"April 2, 1948",Western Kentucky University,/players/m/mcdanji01.html,6,271.0,0.0,19.3,4.2,9.1,0.466,0.0,0.0,0.0,4.2,9.1,0.466,0.466,1.5,2.1,0.72,2.2,4.8,6.5,1.1,0.2,0.6,2.0,2.5,10.0,5,1.0,0.0
3037,K.J. McDaniels,2015,2017,G-F,6-6,205.0,"February 9, 1993",Clemson University,/players/m/mcdankj01.html,2,148.0,16.0,14.1,1.9,4.6,0.412,0.5,1.6,0.29,1.4,2.9,0.479,0.464,1.1,1.4,0.776,0.6,1.5,2.2,0.6,0.5,0.6,1.0,1.4,5.3,4,0.0,0.0
3038,Doug McDermott,2015,2018,F,6-8,225.0,"January 3, 1992",Creighton University,/players/m/mcderdo01.html,3,264.0,13.0,20.7,3.0,6.7,0.452,1.1,2.7,0.403,1.9,3.9,0.485,0.535,0.8,1.0,0.822,0.4,1.9,2.3,0.8,0.2,0.1,0.6,1.4,7.9,4,0.0,0.0
3039,Ben McDonald,1986,1989,F,6-8,210.0,"July 20, 1962","University of California, Irvine",/players/m/mcdonbe01.html,3,176.0,75.0,21.0,2.6,5.6,0.468,0.1,0.3,0.227,2.6,5.4,0.479,0.473,0.7,1.0,0.727,1.2,2.0,3.2,1.3,0.4,0.1,0.8,2.8,6.0,2,0.0,0.0
3040,Glenn McDonald,1975,1977,F-G,6-6,190.0,"March 18, 1952","California State University, Long Beach",/players/m/mcdongl01.html,2,146.0,0.0,10.2,1.8,4.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.732,0.6,0.9,1.5,0.7,0.3,0.2,0.0,1.3,4.2,2,0.0,0.0
3041,Michael McDonald,1998,1998,C,6-10,232.0,"February 13, 1969","Utah Valley State College, University of New Orleans",/players/m/mcdonmi01.html,0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1,0.0,0.0
3042,Roderick McDonald,1971,1973,F,6-6,205.0,"April 9, 1945",Whitworth,/players/m/mcdonro01.html,2,87.0,0.0,6.7,1.3,2.9,0.448,0.0,0.1,0.375,1.2,2.8,0.45,0.454,0.7,0.9,0.704,1.0,1.3,2.3,0.5,0.0,0.0,0.6,1.1,3.2,1,0.0,0.0
3043,Hank McDowell,1982,1987,F-C,6-9,215.0,"November 13, 1959",University of Memphis,/players/m/mcdowha01.html,5,206.0,1.0,9.0,1.1,2.5,0.451,0.0,0.0,0.0,1.1,2.4,0.457,0.451,0.7,1.0,0.71,0.9,1.3,2.3,0.5,0.2,0.1,0.6,1.3,2.9,5,0.0,0.0
3044,Antonio McDyess,1996,2011,F-C,6-9,220.0,"September 7, 1974",University of Alabama,/players/m/mcdyean01.html,15,1015.0,645.0,27.6,5.0,10.0,0.497,0.0,0.1,0.117,5.0,10.0,0.499,0.497,2.1,3.1,0.67,2.4,5.1,7.5,1.3,0.8,1.1,1.6,3.0,12.0,5,1.0,0.0
3045,Jim McElroy,1976,1982,G,6-3,190.0,"October 4, 1953",Central Michigan University,/players/m/mcelrji01.html,6,418.0,17.0,24.3,3.9,8.4,0.468,0.0,0.2,0.206,3.9,8.3,0.471,0.469,2.0,2.6,0.764,0.6,1.4,2.0,3.5,0.9,0.3,2.1,1.7,9.9,3,0.0,0.0
3046,Patrick McFarland,1974,1976,F-G,6-5,185.0,"December 7, 1951",Saint Joseph's University,/players/m/mcfarpa01.html,2,148.0,0.0,13.4,2.8,6.1,0.458,0.1,0.3,0.262,2.7,5.8,0.468,0.465,0.7,0.9,0.771,0.8,1.2,2.0,1.5,0.5,0.1,1.2,1.0,6.4,3,0.0,0.0
3047,Ivan McFarlin,2007,2007,F,6-8,240.0,"April 26, 1982",Oklahoma State University,/players/m/mcfariv01.html,0,11.0,0.0,3.7,0.5,1.2,0.385,0.0,0.1,0.0,0.5,1.1,0.417,0.385,0.5,0.6,0.714,0.6,0.4,1.0,0.1,0.0,0.0,0.1,0.7,1.4,1,0.0,0.0
3048,Mel McGaha,1949,1949,G,6-1,190.0,"September 26, 1926",University of Arkansas,/players/m/mcgahme01.html,0,51.0,0.0,0.0,1.2,3.8,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.5,1,0.0,0.0
3049,Mitch McGary,2015,2016,F-C,6-10,255.0,"June 6, 1992",University of Michigan,/players/m/mcgarmi01.html,1,52.0,2.0,10.7,1.9,3.6,0.527,0.0,0.1,0.0,1.9,3.5,0.544,0.527,0.6,1.0,0.58,1.1,2.4,3.5,0.3,0.3,0.3,0.7,1.6,4.4,1,0.0,0.0
3050,JaVale McGee,2009,2018,C,7-0,270.0,"January 19, 1988","University of Nevada, Reno",/players/m/mcgeeja01.html,9,558.0,187.0,16.7,3.2,5.7,0.559,0.0,0.0,0.067,3.2,5.6,0.561,0.559,1.1,2.0,0.582,1.8,3.0,4.8,0.3,0.4,1.5,0.9,2.1,7.5,5,0.0,0.0
3051,Mike McGee,1982,1990,G-F,6-5,190.0,"July 29, 1959",University of Michigan,/players/m/mcgeemi01.html,8,520.0,136.0,17.8,4.0,8.2,0.487,0.6,1.7,0.354,3.4,6.6,0.521,0.523,0.9,1.6,0.597,1.0,1.1,2.1,1.2,0.7,0.1,1.2,1.9,9.6,5,0.0,0.0
3052,Bill McGill,1963,1970,C-F,6-9,225.0,"September 16, 1939",University of Utah,/players/m/mcgilbi01.html,7,295.0,0.0,17.3,4.3,8.4,0.514,0.0,0.0,0.0,4.3,8.4,0.514,0.514,1.9,2.7,0.701,1.5,3.5,4.4,1.1,0.0,0.0,1.7,2.7,10.5,8,0.0,0.0
3053,Jon McGlocklin,1966,1976,G-F,6-5,205.0,"June 10, 1943",Indiana University,/players/m/mcglojo01.html,10,792.0,0.0,26.4,5.1,10.3,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.7,0.845,0.3,1.1,2.4,2.9,0.5,0.1,0.0,1.7,11.6,3,1.0,0.0
3054,Gil McGregor,1972,1972,F,6-8,240.0,"June 14, 1949",Wake Forest University,/players/m/mcgregi01.html,0,42.0,0.0,12.7,1.6,4.3,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.696,0.0,0.0,3.5,0.4,0.0,0.0,0.0,2.9,4.1,1,0.0,0.0
3055,Elton McGriff,1968,1969,C,6-9,225.0,"August 21, 1942",Creighton University,/players/m/mcgriel01.html,1,56.0,0.0,15.4,2.2,4.6,0.477,0.0,0.0,0.0,2.2,4.6,0.479,0.477,1.6,2.7,0.592,1.7,2.3,4.6,0.2,0.0,0.0,0.9,2.7,6.0,3,0.0,0.0
3056,Rodney McGruder,2017,2018,G,6-4,205.0,"July 29, 1991",Kansas State University,/players/m/mcgruro01.html,1,96.0,67.0,23.6,2.4,5.6,0.424,0.9,2.7,0.345,1.4,2.9,0.496,0.507,0.5,0.8,0.608,1.1,1.9,3.0,1.5,0.6,0.2,0.6,1.7,6.1,1,0.0,0.0
3057,Allie McGuire,1974,1974,G,6-3,175.0,"July 10, 1951",Marquette University,/players/m/mcguial02.html,0,2.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0
3058,Dominic McGuire,2008,2013,F,6-9,220.0,"October 20, 1985","University of California, California State University, Fresno",/players/m/mcguido01.html,5,342.0,84.0,15.6,1.1,2.7,0.419,0.0,0.0,0.188,1.1,2.7,0.423,0.42,0.5,0.7,0.658,1.0,2.4,3.4,1.2,0.5,0.5,0.7,1.5,2.7,7,0.0,0.0
3059,Maurice McHartley,1968,1970,G-F,6-3,185.0,"August 1, 1942",North Carolina Agricultural and Technical State University,/players/m/mcharma01.html,2,189.0,0.0,28.1,4.6,11.5,0.402,0.1,0.4,0.188,4.6,11.1,0.411,0.406,3.1,4.2,0.746,0.8,1.7,3.2,3.4,0.0,0.0,3.5,3.3,12.4,4,0.0,0.0
3060,Jim McIlvaine,1995,2001,C,7-1,240.0,"July 30, 1972",Marquette University,/players/m/mcilvji01.html,6,401.0,214.0,14.8,1.1,2.4,0.446,0.0,0.0,0.1,1.1,2.3,0.45,0.447,0.6,1.0,0.551,1.2,1.9,3.1,0.3,0.3,1.7,0.6,2.6,2.7,3,0.0,0.0
3061,Jeff McInnis,1997,2008,G,6-4,190.0,"October 22, 1974",University of North Carolina,/players/m/mcinnje01.html,11,576.0,334.0,27.7,3.8,8.8,0.431,0.5,1.6,0.328,3.3,7.2,0.454,0.461,1.2,1.6,0.796,0.4,1.6,2.0,4.4,0.6,0.1,1.4,2.1,9.4,7,0.0,0.0
3062,Kenny McIntosh,1972,1975,F,6-7,225.0,"January 21, 1949",Eastern Michigan University,/players/m/mcintke01.html,3,177.0,0.0,20.9,2.3,6.3,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.3,0.581,1.6,3.5,3.9,1.0,0.7,0.4,0.0,1.9,5.3,2,0.0,0.0
3063,Bob McIntyre,1968,1970,F,6-6,215.0,"January 23, 1944",St. John's University,/players/m/mcintbo01.html,2,28.0,0.0,19.5,2.9,7.8,0.374,0.0,0.1,0.25,2.9,7.7,0.377,0.377,1.2,2.1,0.576,1.3,1.6,4.3,0.6,0.0,0.0,1.2,1.3,7.1,2,0.0,0.0
3064,Jerry McKee,1970,1970,G,6-3,190.0,"August 4, 1946",Ohio University,/players/m/mckeeje01.html,0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0
3065,Kevin McKenna,1982,1988,G-F,6-5,195.0,"January 8, 1959",Creighton University,/players/m/mckenke01.html,6,243.0,26.0,14.2,2.0,5.0,0.414,0.4,1.2,0.367,1.6,3.8,0.428,0.456,0.9,1.1,0.819,0.4,0.9,1.3,1.4,0.8,0.1,0.8,2.0,5.4,4,0.0,0.0
3066,Forrest McKenzie,1987,1987,F,6-7,200.0,"February 16, 1963",Loyola Marymount University,/players/m/mckenfo01.html,0,6.0,0.0,7.0,1.2,4.7,0.25,0.2,0.3,0.5,1.0,4.3,0.231,0.268,0.3,0.3,1.0,0.3,0.8,1.2,0.2,0.2,0.0,0.5,1.5,2.8,1,0.0,0.0
3067,Stan McKenzie,1968,1974,F-G,6-5,195.0,"October 6, 1944",New York University,/players/m/mckenst01.html,6,396.0,0.0,18.9,3.2,7.3,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.2,0.802,0.3,1.2,2.8,1.5,0.3,0.0,0.0,2.3,9.0,4,0.0,0.0
3068,Derrick McKey,1988,2002,F-C,6-9,205.0,"October 10, 1966",University of Alabama,/players/m/mckeyde01.html,14,937.0,639.0,29.1,4.2,8.6,0.486,0.2,0.7,0.316,4.0,7.9,0.5,0.498,2.4,3.1,0.779,1.6,3.1,4.7,2.4,1.1,0.7,1.8,2.9,11.0,3,0.0,0.0
3069,Aaron McKie,1995,2007,G,6-5,209.0,"October 2, 1972",Temple University,/players/m/mckieaa01.html,12,793.0,287.0,24.2,2.9,6.5,0.438,0.5,1.4,0.35,2.4,5.1,0.461,0.475,1.2,1.5,0.779,0.6,2.7,3.3,2.7,1.2,0.2,1.3,2.0,7.4,4,0.0,0.0
3070,Billy McKinney,1979,1986,G,6-0,160.0,"June 5, 1955",Northwestern University,/players/m/mckinbi01.html,7,476.0,65.0,19.3,3.3,6.6,0.493,0.0,0.1,0.063,3.3,6.5,0.499,0.493,1.5,1.8,0.82,0.3,1.1,1.4,3.5,0.7,0.1,1.3,1.8,8.0,5,0.0,0.0
3071,Bones McKinney,1947,1952,F-C,6-6,185.0,"January 1, 1919",University of North Carolina,/players/m/mckinbo01.html,5,318.0,0.0,17.2,3.6,12.1,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.1,0.711,0.0,0.0,3.5,1.6,0.0,0.0,0.0,3.2,9.4,2,0.0,0.0
3072,Carlton McKinney,1990,1992,G,6-4,190.0,"October 21, 1964","University of Tulsa, Southern Methodist University",/players/m/mckinca01.html,2,9.0,0.0,12.6,1.1,4.6,0.244,0.0,0.1,0.0,1.1,4.4,0.25,0.244,0.2,0.4,0.5,0.4,1.0,1.4,0.8,0.7,0.1,0.8,1.8,2.4,2,0.0,0.0
3073,Trey McKinney-Jones,2018,2018,G,6-5,214.0,"August 27, 1990",University of Miami,/players/m/mckintr01.html,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
3074,Alfonzo McKinnie,2018,2018,F,6-8,215.0,"September 17, 1992",University of Wisconsin-Green Bay,/players/m/mckinal01.html,0,14.0,0.0,3.8,0.6,1.1,0.533,0.2,0.6,0.333,0.4,0.4,0.833,0.633,0.1,0.2,0.667,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.6,1.5,1,0.0,0.0
3075,Ben McLemore,2014,2018,G,6-5,195.0,"February 11, 1993",University of Kansas,/players/m/mclembe01.html,4,349.0,233.0,24.5,3.3,7.9,0.417,1.2,3.4,0.351,2.1,4.5,0.468,0.494,1.3,1.6,0.785,0.5,2.1,2.6,1.2,0.7,0.2,1.3,2.3,9.1,2,0.0,0.0
3076,McCoy McLemore,1965,1972,F-C,6-7,230.0,"April 3, 1942",Drake University,/players/m/mclemmc01.html,7,580.0,0.0,21.1,3.4,8.5,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.8,0.771,0.0,0.0,5.5,1.3,0.0,0.0,0.0,2.5,8.8,7,0.0,0.0
3077,George McLeod,1953,1953,F,6-5,200.0,"January 3, 1931",Texas Christian University,/players/m/mcleoge01.html,0,10.0,0.0,8.5,0.2,1.6,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,0.533,0.0,0.0,2.1,0.4,0.0,0.0,0.0,1.6,1.2,1,0.0,0.0
3078,Keith McLeod,2004,2007,G,6-2,188.0,"November 5, 1979",Bowling Green State University,/players/m/mcleoke01.html,3,200.0,88.0,18.6,1.8,5.1,0.357,0.3,1.0,0.282,1.5,4.0,0.376,0.386,1.6,2.0,0.8,0.2,1.1,1.3,2.7,0.7,0.1,1.3,1.8,5.5,4,0.0,0.0
3079,Roshown McLeod,1999,2001,F,6-8,221.0,"November 17, 1975","St. John's University, Duke University",/players/m/mcleoro01.html,2,113.0,45.0,18.8,3.0,7.3,0.409,0.0,0.4,0.111,2.9,6.9,0.426,0.412,1.2,1.5,0.819,0.8,1.9,2.7,1.1,0.4,0.1,1.2,1.8,7.2,2,0.0,0.0
3080,Jack McMahon,1953,1960,G,6-1,185.0,"December 3, 1928",St. John's University,/players/m/mcmahja01.html,7,524.0,0.0,27.2,3.1,9.1,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.0,0.637,0.0,0.0,2.7,3.7,0.0,0.0,0.0,2.8,8.1,2,0.0,0.0
3081,Nate McMillan,1987,1998,G-F,6-5,195.0,"August 3, 1964",North Carolina State University,/players/m/mcmilna01.html,11,796.0,373.0,25.7,2.3,5.2,0.443,0.4,1.1,0.343,1.9,4.1,0.47,0.479,1.0,1.5,0.65,1.2,2.9,4.0,6.1,1.9,0.4,1.9,3.0,5.9,1,0.0,0.0
3082,Tom McMillen,1976,1986,F-C,6-11,215.0,"May 26, 1952",University of Maryland,/players/m/mcmilto01.html,10,729.0,54.0,20.3,3.3,6.9,0.483,0.0,0.1,0.12,3.3,6.8,0.484,0.483,1.5,1.8,0.806,1.3,2.7,4.0,1.1,0.3,0.3,1.1,2.4,8.1,4,0.0,0.0
3083,Jim McMillian,1971,1979,F,6-5,215.0,"March 11, 1948",Columbia University,/players/m/mcmilji01.html,8,631.0,0.0,32.1,5.8,12.0,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.8,0.832,1.6,3.6,5.3,2.5,1.1,0.2,1.2,1.9,13.8,4,0.0,0.0
