,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams
2764,Mark Landsberger,1978,1984,F-C,6-8,215.0,"May 21, 1955","University of Minnesota, Arizona State University",/players/l/landsma01.html,6,437.0,5.0,16.7,2.3,4.9,0.481,0.0,0.0,0.0,2.3,4.9,0.482,0.481,1.0,1.8,0.522,2.4,3.8,6.1,0.5,0.3,0.2,1.1,1.6,5.6,3
2765,Jerome Lane,1989,1993,F,6-6,230.0,"December 4, 1966",University of Pittsburgh,/players/l/laneje01.html,4,218.0,79.0,14.7,2.3,5.2,0.441,0.0,0.1,0.063,2.3,5.1,0.447,0.442,0.7,1.9,0.379,2.6,3.2,5.8,1.5,0.6,0.2,1.2,2.5,5.3,4
2766,Andrew Lang,1989,2000,C,6-11,245.0,"June 28, 1966",University of Arkansas,/players/l/langan01.html,11,737.0,380.0,20.8,2.4,5.1,0.47,0.0,0.0,0.25,2.4,5.1,0.471,0.471,1.2,1.6,0.744,1.6,3.2,4.8,0.6,0.5,1.5,0.9,2.8,6.0,7
2767,Antonio Lang,1995,2000,F-G,6-8,205.0,"May 15, 1972",Duke University,/players/l/langan02.html,5,143.0,1.0,9.8,0.8,1.9,0.455,0.0,0.1,0.0,0.8,1.8,0.469,0.455,0.6,0.8,0.719,0.6,0.9,1.5,0.3,0.4,0.3,0.6,1.4,2.3,5
2768,James Lang,2007,2007,C,6-10,285.0,"October 17, 1983",0,/players/l/langja01.html,0,11.0,0.0,5.0,0.4,0.8,0.444,0.0,0.0,0.0,0.4,0.8,0.444,0.444,0.3,0.5,0.6,0.5,0.5,1.0,0.2,0.0,0.3,0.2,1.3,1.0,1
2769,Trajan Langdon,2000,2002,G,6-3,197.0,"May 13, 1976",Duke University,/players/l/langdtr01.html,2,119.0,5.0,14.6,1.8,4.4,0.416,0.7,1.8,0.396,1.1,2.6,0.429,0.497,1.0,1.1,0.91,0.2,1.1,1.3,1.3,0.5,0.1,0.8,1.5,5.4,1
2770,Keith Langford,2008,2008,G,6-4,215.0,"September 15, 1983",University of Kansas,/players/l/langfke01.html,0,2.0,0.0,5.0,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1
2771,Dan Langhi,2001,2004,F,6-11,220.0,"November 28, 1977",Vanderbilt University,/players/l/langhda01.html,3,133.0,8.0,9.4,1.3,3.3,0.391,0.1,0.3,0.289,1.2,3.0,0.4,0.403,0.3,0.5,0.613,0.4,1.1,1.5,0.3,0.2,0.1,0.3,0.8,3.0,4
2772,Bob Lanier*,1971,1984,C,6-11,250.0,"September 10, 1948",St. Bonaventure University,/players/l/laniebo01.html,13,959.0,179.0,33.5,8.1,15.7,0.514,0.0,0.0,0.154,8.1,15.7,0.515,0.514,3.9,5.1,0.767,2.6,6.8,10.1,3.1,1.1,1.5,2.6,3.2,20.1,2
2773,Stu Lantz,1969,1976,G,6-3,175.0,"July 13, 1946",University of Nebraska,/players/l/lantzst01.html,7,547.0,0.0,27.9,4.5,10.4,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.1,0.814,0.8,1.4,3.3,2.9,0.7,0.1,0.0,2.4,12.4,5
2774,Nicolas Laprovittola,2017,2017,G,6-4,180.0,"January 31, 1990",0,/players/l/laproni01.html,0,18.0,3.0,9.7,1.1,2.6,0.426,0.6,1.5,0.37,0.6,1.1,0.5,0.532,0.5,0.5,1.0,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3,1
2775,York Larese,1962,1962,G,6-4,183.0,"July 18, 1938",University of North Carolina,/players/l/laresyo01.html,0,59.0,0.0,11.9,2.1,5.5,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,0.806,0.0,0.0,1.3,1.6,0.0,0.0,0.0,1.8,5.1,2
2776,Shane Larkin,2014,2018,G,5-11,175.0,"October 2, 1992",University of Miami,/players/l/larkish01.html,4,256.0,41.0,19.1,2.1,5.0,0.422,0.5,1.4,0.336,1.7,3.7,0.454,0.468,0.8,1.0,0.777,0.3,1.6,1.9,2.9,0.9,0.1,1.2,1.5,5.5,4
2777,Rusty LaRue,1998,2004,G,6-2,210.0,"December 10, 1973",Wake Forest University,/players/l/larueru01.html,6,98.0,7.0,16.0,1.9,5.1,0.376,0.6,1.7,0.318,1.4,3.3,0.407,0.431,0.6,0.7,0.841,0.2,1.1,1.3,1.6,0.6,0.1,1.0,1.5,5.0,3
2778,Rudy LaRusso,1960,1969,F-C,6-7,220.0,"November 11, 1937",Dartmouth College,/players/l/larusru01.html,9,736.0,0.0,33.3,5.6,12.9,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.9,0.767,0.0,0.0,9.4,2.1,0.0,0.0,0.0,3.5,15.6,3
2779,John Laskowski,1976,1977,G,6-6,185.0,"June 7, 1953",Indiana University,/players/l/laskojo01.html,1,118.0,0.0,18.1,3.0,7.6,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.76,0.6,1.8,2.4,0.8,0.7,0.1,0.0,0.9,7.1,1
2780,Stephane Lasme,2008,2008,F,6-8,215.0,"December 17, 1982",University of Massachusetts Amherst,/players/l/lasmest01.html,0,16.0,4.0,18.9,2.0,4.4,0.451,0.0,0.0,0.0,2.0,4.4,0.451,0.451,1.2,2.0,0.594,1.6,1.7,3.3,0.2,0.8,1.4,0.9,2.2,5.2,2
2781,Dave Lattin,1968,1973,F-C,6-6,225.0,"December 23, 1943",University of Texas at El Paso,/players/l/lattida01.html,5,263.0,0.0,15.8,2.8,5.9,0.477,0.0,0.0,0.0,2.8,5.9,0.478,0.477,1.6,2.5,0.631,2.0,4.0,5.1,0.7,0.0,0.0,1.7,2.6,7.2,4
2782,Priest Lauderdale,1997,1998,C,7-4,325.0,"August 31, 1973",Central State University,/players/l/laudepr01.html,1,74.0,0.0,7.1,1.4,2.9,0.472,0.0,0.0,0.0,1.4,2.9,0.474,0.472,0.7,1.2,0.554,0.6,1.4,1.9,0.4,0.1,0.4,1.1,1.4,3.4,2
2783,Rich Laurel,1978,1978,G,6-6,190.0,"July 11, 1954",Hofstra University,/players/l/laureri01.html,0,10.0,0.0,5.7,1.0,3.1,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,0.6,0.4,1.0,0.3,0.3,0.1,0.4,1.0,2.4,1
2784,Harry Laurie,1971,1971,G,6-1,178.0,"November 2, 1944",Saint Peter's College,/players/l/lauriha01.html,0,9.0,0.0,6.3,0.3,1.3,0.25,0.0,0.0,0.0,0.3,1.3,0.25,0.25,0.8,1.2,0.636,0.8,0.9,1.7,0.9,0.0,0.0,1.1,1.8,1.4,0
2785,Walt Lautenbach,1950,1950,G-F,6-2,185.0,"November 17, 1922",University of Wisconsin,/players/l/lautewa01.html,0,55.0,0.0,0.0,1.8,6.0,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.691,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.2,4.3,1
2786,Joffrey Lauvergne,2015,2018,C-F,6-11,220.0,"September 30, 1991",0,/players/l/lauvejo01.html,3,208.0,18.0,13.6,2.3,4.8,0.479,0.2,0.8,0.285,2.1,4.0,0.52,0.504,0.8,1.0,0.719,1.1,2.6,3.8,0.9,0.3,0.2,0.8,1.4,5.6,4
2787,Tony Lavelli,1950,1951,F,6-3,185.0,"July 11, 1926",Yale University,/players/l/lavelto01.html,1,86.0,0.0,0.0,2.3,6.2,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.8,0.853,0.0,0.0,2.0,0.7,0.0,0.0,0.0,1.9,6.9,2
2788,Zach LaVine,2015,2018,G,6-5,189.0,"March 10, 1995","University of California, Los Angeles",/players/l/lavinza01.html,3,230.0,144.0,28.7,5.1,11.7,0.437,1.5,4.0,0.373,3.6,7.8,0.47,0.501,2.2,2.7,0.82,0.4,2.7,3.0,3.2,0.8,0.2,2.1,2.2,14.0,2
2789,Bob Lavoy,1951,1954,F-C,6-7,185.0,"June 29, 1926",Western Kentucky University,/players/l/lavoybo01.html,3,264.0,0.0,27.0,3.1,8.1,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.8,0.707,0.0,0.0,6.2,1.5,0.0,0.0,0.0,3.4,8.2,3
2790,Acie Law,2008,2011,G,6-3,195.0,"January 25, 1985",Texas A&M University,/players/l/lawac01.html,3,188.0,8.0,12.7,1.4,3.4,0.413,0.1,0.6,0.235,1.3,2.8,0.452,0.434,0.9,1.2,0.778,0.2,0.9,1.0,1.6,0.4,0.0,0.8,1.0,3.9,5
2791,Gani Lawal,2011,2011,F,6-9,234.0,"November 7, 1988",Georgia Institute of Technology,/players/l/lawalga01.html,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2792,Edmund Lawrence,1981,1981,C,7-0,228.0,"December 8, 1952",McNeese State University,/players/l/lawreed01.html,0,3.0,0.0,6.3,1.7,2.7,0.625,0.0,0.0,0.0,1.7,2.7,0.625,0.625,0.7,1.3,0.5,0.7,0.7,1.3,0.3,0.3,0.0,0.3,2.0,4.0,1
2793,Jason Lawson,1998,1998,C,6-11,240.0,"September 2, 1974",Villanova University,/players/l/lawsoja01.html,0,17.0,0.0,4.7,0.5,0.9,0.6,0.0,0.0,0.0,0.5,0.9,0.6,0.6,0.5,0.6,0.8,0.5,1.1,1.6,0.3,0.2,0.2,0.1,0.8,1.5,1
2794,Ty Lawson,2010,2017,G,5-11,195.0,"November 3, 1987",University of North Carolina,/players/l/lawsoty01.html,7,551.0,344.0,29.2,4.5,9.8,0.46,0.9,2.4,0.359,3.7,7.5,0.493,0.504,2.7,3.6,0.77,0.6,2.1,2.7,6.0,1.2,0.1,2.1,1.6,12.7,5
2795,Jake Layman,2017,2018,F,6-9,210.0,"March 7, 1994",University of Maryland,/players/l/laymaja01.html,1,70.0,2.0,5.8,0.6,1.9,0.294,0.2,1.0,0.239,0.3,0.9,0.354,0.357,0.2,0.3,0.75,0.1,0.4,0.6,0.3,0.2,0.1,0.2,0.5,1.6,1
2796,Mo Layton,1972,1978,G,6-1,180.0,"December 24, 1948",University of Southern California,/players/l/laytomo01.html,6,267.0,0.0,16.8,2.9,6.5,0.448,0.0,0.0,0.0,2.9,6.5,0.448,0.448,1.1,1.5,0.749,0.2,0.8,1.3,2.6,0.4,0.1,1.5,2.0,6.9,5
2797,T.J. Leaf,2018,2018,F,6-10,222.0,"April 30, 1997","University of California, Los Angeles",/players/l/leaftj01.html,0,53.0,0.0,8.7,1.2,2.6,0.471,0.3,0.8,0.429,0.9,1.8,0.489,0.537,0.2,0.3,0.625,0.5,1.0,1.5,0.2,0.1,0.1,0.2,0.8,2.9,1
2798,Manny Leaks,1969,1974,C-F,6-8,225.0,"November 27, 1945",Niagara University,/players/l/leaksma01.html,5,446.0,0.0,28.3,4.8,10.9,0.44,0.0,0.0,0.0,4.8,10.9,0.44,0.44,2.3,3.2,0.707,3.6,5.5,9.0,1.1,0.2,0.7,1.7,2.6,11.9,8
2799,Hal Lear,1957,1957,G,6-0,163.0,"January 31, 1935",Temple University,/players/l/learha01.html,0,3.0,0.0,4.7,0.7,2.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,1.3,1
2800,Allen Leavell,1980,1989,G,6-1,170.0,"May 27, 1957",Oklahoma City University,/players/l/leaveal01.html,9,700.0,244.0,23.2,3.6,8.1,0.45,0.2,0.9,0.234,3.4,7.2,0.476,0.462,2.1,2.5,0.834,0.4,1.2,1.7,4.8,1.3,0.2,1.9,2.1,9.5,1
2801,Jeff Lebo,1990,1990,G,6-2,180.0,"October 5, 1966",University of North Carolina,/players/l/leboje01.html,0,4.0,0.0,8.0,0.5,1.8,0.286,0.0,0.0,0.0,0.5,1.8,0.286,0.286,0.5,0.5,1.0,0.5,0.5,1.0,0.8,0.5,0.0,0.3,1.8,1.5,1
2802,Eric Leckner,1989,1997,C-F,6-11,265.0,"May 27, 1966",University of Wyoming,/players/l/leckner01.html,8,449.0,60.0,12.1,1.6,3.1,0.508,0.0,0.0,0.0,1.6,3.1,0.51,0.508,0.9,1.4,0.669,0.8,2.4,3.2,0.5,0.2,0.3,0.9,2.3,4.1,6
2803,Ricky Ledo,2014,2015,G,6-7,195.0,"September 10, 1992",0,/players/l/ledori01.html,1,28.0,0.0,9.9,1.4,4.0,0.336,0.5,1.3,0.371,0.9,2.8,0.321,0.394,0.7,0.9,0.769,0.6,0.8,1.4,0.8,0.3,0.0,1.0,0.8,3.9,2
2804,Butch Lee,1979,1980,G,6-0,185.0,"December 5, 1956",Marquette University,/players/l/leebu01.html,1,96.0,0.0,19.1,3.1,6.9,0.45,0.0,0.0,0.0,3.1,6.9,0.45,0.45,1.9,2.5,0.761,0.4,1.0,1.4,3.2,0.9,0.0,1.7,1.5,8.1,3
2805,Clyde Lee,1967,1976,F-C,6-10,205.0,"March 14, 1944",Vanderbilt University,/players/l/leecl01.html,9,742.0,0.0,26.8,3.0,7.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.7,0.614,3.0,5.5,10.3,1.1,0.4,0.3,0.0,3.0,7.7,4
2806,Courtney Lee,2009,2018,G,6-5,200.0,"October 3, 1985",Western Kentucky University,/players/l/leeco01.html,9,753.0,503.0,28.1,3.8,8.4,0.451,1.1,2.9,0.389,2.7,5.6,0.483,0.517,1.3,1.5,0.856,0.5,2.2,2.7,1.7,1.0,0.3,1.0,1.7,10.0,7
2807,Damion Lee,2018,2018,G,6-6,210.0,"October 21, 1992","Drexel University, University of Louisville",/players/l/leeda03.html,0,15.0,11.0,26.9,4.1,10.1,0.408,1.0,4.0,0.25,3.1,6.1,0.511,0.457,1.5,1.9,0.759,0.7,4.0,4.7,1.9,1.3,0.1,0.9,1.7,10.7,1
2808,David Lee,1968,1969,F,6-7,225.0,"March 31, 1942",University of San Francisco,/players/l/leeda01.html,1,58.0,0.0,13.3,2.2,4.9,0.442,0.0,0.1,0.333,2.1,4.8,0.444,0.446,2.1,2.4,0.857,0.8,0.0,3.2,0.3,0.0,0.0,0.8,1.4,6.4,1
2816,David Lee,2006,2017,F,6-9,245.0,"April 29, 1983",University of Florida,/players/l/leeda01.html,11,58.0,0.0,13.3,2.2,4.9,0.442,0.0,0.1,0.333,2.1,4.8,0.444,0.446,2.1,2.4,0.857,0.8,0.0,3.2,0.3,0.0,0.0,0.8,1.4,6.4,1
2824,Dick Lee,1968,1968,F,6-6,0.0,0,University of Washington,/players/l/leedi01.html,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0
2825,Doug Lee,1992,1995,G-F,6-5,200.0,"October 24, 1964","Texas A&M University, Purdue University",/players/l/leedo01.html,3,73.0,0.0,5.7,0.8,2.0,0.412,0.2,0.8,0.31,0.6,1.2,0.478,0.473,0.4,0.5,0.7,0.2,0.3,0.6,0.4,0.2,0.1,0.3,0.9,2.3,2
2826,George Lee,1961,1968,F-G,6-4,200.0,"November 23, 1936",University of Michigan,/players/l/leege01.html,7,297.0,0.0,17.4,2.5,6.6,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.4,0.734,0.0,0.0,4.2,0.9,0.0,0.0,0.0,1.7,7.5,2
2827,Greg Lee,1975,1976,G,6-3,190.0,"December 12, 1951","University of California, Los Angeles",/players/l/leegr01.html,1,10.0,0.0,9.8,1.0,1.9,0.526,0.0,0.0,0.0,1.0,1.9,0.526,0.526,0.4,0.4,1.0,0.1,0.4,0.5,2.4,0.6,0.0,1.2,1.2,2.4,2
2828,Keith Lee,1986,1989,F-C,6-10,215.0,"December 28, 1962",University of Memphis,/players/l/leeke01.html,3,182.0,43.0,16.0,2.5,5.6,0.451,0.0,0.1,0.167,2.5,5.5,0.454,0.452,1.1,1.5,0.746,1.5,3.2,4.7,1.0,0.4,0.6,1.2,2.7,6.1,2
2829,Kurk Lee,1991,1991,G,6-3,190.0,"June 3, 1967","Western Kentucky University, Towson University",/players/l/leeku01.html,0,48.0,0.0,5.5,0.4,1.5,0.268,0.1,0.3,0.2,0.3,1.2,0.286,0.289,0.5,0.6,0.893,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4,1
2830,Malcolm Lee,2012,2015,G,6-5,200.0,"May 22, 1990","University of California, Los Angeles",/players/l/leema01.html,3,36.0,12.0,14.8,1.4,3.8,0.382,0.3,0.9,0.294,1.2,2.8,0.412,0.419,0.7,1.0,0.703,0.7,1.1,1.8,1.4,0.6,0.3,0.8,1.4,3.9,2
2831,Rock Lee,1982,1982,C,6-10,220.0,"May 1, 1955","University of California, San Diego State University",/players/l/leero02.html,0,2.0,0.0,5.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,2.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0,1
2832,Ron Lee,1977,1982,G,6-4,193.0,"November 2, 1952",University of Oregon,/players/l/leero01.html,5,448.0,7.0,21.4,2.9,7.0,0.416,0.2,0.6,0.321,2.8,6.7,0.42,0.423,1.5,2.1,0.705,0.9,1.8,2.7,3.8,1.9,0.3,2.1,3.1,7.3,4
2833,Russ Lee,1973,1975,G-F,6-5,185.0,"January 27, 1950",Marshall University,/players/l/leeru01.html,2,97.0,0.0,6.0,1.2,3.1,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.685,0.6,0.8,1.2,0.7,0.4,0.1,0.0,0.8,2.9,2
2834,Ed Leede,1950,1951,F-G,6-3,185.0,"July 17, 1927",Dartmouth College,/players/l/leedeed01.html,1,121.0,0.0,0.0,2.4,7.2,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2,0.719,0.0,0.0,2.1,1.9,0.0,0.0,0.0,2.6,7.8,1
2835,Hank Lefkowitz,1947,1947,F,6-2,190.0,"August 31, 1923",Case Western Reserve University,/players/l/lefkoha01.html,0,24.0,0.0,0.0,0.9,4.8,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.538,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.5,2.1,1
2836,Tim Legler,1990,2000,G,6-4,200.0,"December 26, 1966",La Salle University,/players/l/legleti01.html,10,310.0,4.0,16.9,2.5,5.5,0.447,0.8,1.9,0.431,1.6,3.6,0.456,0.523,1.3,1.5,0.84,0.4,1.1,1.6,1.3,0.5,0.1,0.6,1.6,7.0,7
2837,George Lehmann,1968,1974,G,6-0,180.0,"May 1, 1942",Campbell University,/players/l/lehmage01.html,6,376.0,0.0,25.8,4.3,10.3,0.418,1.3,3.6,0.365,3.2,7.3,0.44,0.471,2.2,2.6,0.841,0.5,1.3,1.6,4.5,0.4,0.1,3.1,2.3,11.9,8
2838,"Walt Lemon, Jr.",2018,2018,G,6-3,180.0,"July 26, 1992",Bradley University,/players/l/lemonwa01.html,0,5.0,0.0,7.0,1.4,3.2,0.438,0.2,0.2,1.0,1.2,3.0,0.4,0.469,0.4,0.6,0.667,0.0,0.4,0.4,1.0,0.0,0.2,0.8,1.0,3.4,1
2839,Alex Len,2014,2018,C,7-1,260.0,"June 16, 1993",University of Maryland,/players/l/lenal01.html,4,335.0,140.0,19.9,2.7,5.7,0.485,0.0,0.1,0.24,2.7,5.6,0.489,0.487,1.7,2.4,0.707,2.1,4.4,6.5,0.8,0.4,1.0,1.3,2.7,7.2,1
2840,Voshon Lenard,1996,2006,G,6-4,205.0,"May 14, 1973",University of Minnesota,/players/l/lenarvo01.html,10,565.0,321.0,27.2,4.3,10.4,0.415,1.7,4.3,0.384,2.7,6.1,0.436,0.494,1.6,2.1,0.787,0.6,2.2,2.8,2.1,0.8,0.2,1.3,2.1,11.9,4
2841,Leary Lentz,1968,1969,F,6-6,200.0,"February 23, 1945",University of Houston,/players/l/lentzle01.html,1,148.0,0.0,24.5,3.2,8.0,0.405,0.0,0.0,0.0,3.2,7.9,0.407,0.405,1.5,2.3,0.66,1.5,2.3,6.2,0.8,0.0,0.0,1.0,1.9,8.0,2
2842,Gary Leonard,1990,1992,C,7-1,250.0,"February 16, 1967",University of Missouri,/players/l/leonaga01.html,2,31.0,0.0,4.8,0.5,1.2,0.459,0.0,0.0,0.0,0.5,1.2,0.472,0.459,0.3,0.6,0.5,0.4,0.7,1.1,0.1,0.1,0.3,0.3,1.0,1.4,2
2843,Kawhi Leonard,2012,2018,F,6-7,230.0,"June 29, 1991",San Diego State University,/players/l/leonaka01.html,6,407.0,380.0,30.4,6.0,12.1,0.495,1.3,3.4,0.386,4.7,8.7,0.537,0.549,3.1,3.7,0.846,1.3,4.9,6.2,2.3,1.8,0.7,1.4,1.7,16.3,1
2844,Meyers Leonard,2013,2018,C-F,7-1,245.0,"February 27, 1992",University of Illinois at Urbana-Champaign,/players/l/leoname01.html,5,332.0,40.0,15.7,2.1,4.5,0.468,0.7,1.8,0.373,1.5,2.7,0.53,0.542,0.6,0.7,0.824,0.7,3.0,3.7,0.8,0.2,0.3,0.7,2.3,5.5,1
2845,Slick Leonard*,1957,1963,G,6-3,185.0,"July 17, 1932",Indiana University,/players/l/leonasl01.html,6,426.0,0.0,27.3,3.7,10.6,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.3,0.745,0.0,0.0,2.9,3.3,0.0,0.0,0.0,2.1,9.9,4
2846,Jim Les,1989,1995,G,5-11,165.0,"August 18, 1963","Cleveland State University, Bradley University",/players/l/lesji01.html,6,321.0,13.0,13.2,1.2,2.9,0.397,0.6,1.5,0.396,0.5,1.4,0.397,0.501,0.8,1.0,0.818,0.3,1.0,1.2,2.9,0.5,0.1,0.9,1.3,3.8,4
2847,Travis Leslie,2012,2012,G,6-4,205.0,"March 29, 1990",University of Georgia,/players/l/leslitr01.html,0,10.0,0.0,4.5,0.5,1.4,0.357,0.0,0.0,0.0,0.5,1.4,0.357,0.357,0.4,0.9,0.444,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4,1
2848,Ronnie Lester,1981,1986,G,6-2,175.0,"January 1, 1959",University of Iowa,/players/l/lestero01.html,5,250.0,116.0,19.8,2.7,5.8,0.469,0.0,0.1,0.227,2.7,5.7,0.472,0.47,1.8,2.3,0.788,0.6,1.3,1.9,4.0,0.7,0.1,1.9,1.6,7.3,2
2849,Clifford Lett,1990,1991,G,6-3,170.0,"December 23, 1965",University of Florida,/players/l/lettcl01.html,1,11.0,0.0,11.5,1.5,3.4,0.432,0.0,0.1,0.0,1.5,3.3,0.444,0.432,0.5,0.8,0.667,0.1,0.5,0.6,0.7,0.2,0.1,0.9,1.5,3.5,2
2850,Jon Leuer,2012,2018,F,6-10,228.0,"May 14, 1989",University of Wisconsin,/players/l/leuerjo01.html,6,336.0,79.0,16.5,2.7,5.7,0.478,0.4,1.1,0.335,2.3,4.6,0.512,0.51,0.9,1.1,0.769,1.0,3.0,4.0,0.9,0.4,0.3,0.7,1.6,6.7,5
2851,Andrew Levane,1949,1953,F-G,6-2,190.0,"April 11, 1920",St. John's University,/players/l/levanan01.html,4,103.0,0.0,9.7,1.9,6.2,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,0.633,0.0,0.0,1.3,2.0,0.0,0.0,0.0,1.5,4.5,3
2852,Fat Lever,1983,1994,G,6-3,170.0,"August 18, 1960",Arizona State University,/players/l/leverfa01.html,11,752.0,599.0,31.7,5.6,12.6,0.447,0.2,0.7,0.31,5.4,11.9,0.455,0.455,2.4,3.1,0.771,1.9,4.1,6.0,6.2,2.2,0.3,2.0,2.4,13.9,3
2853,Caris LeVert,2017,2018,G-F,6-7,203.0,"August 25, 1994",University of Michigan,/players/l/leverca01.html,1,128.0,36.0,24.2,3.8,8.7,0.44,1.1,3.4,0.336,2.7,5.4,0.506,0.505,1.6,2.2,0.714,0.6,2.9,3.5,3.2,1.0,0.2,1.7,2.0,10.4,1
2854,Cliff Levingston,1983,1995,F,6-8,210.0,"January 4, 1961",Wichita State University,/players/l/levincl01.html,12,830.0,216.0,20.4,2.8,5.5,0.516,0.0,0.0,0.152,2.8,5.4,0.518,0.516,1.5,2.2,0.676,2.1,3.1,5.2,0.9,0.6,0.7,1.0,2.8,7.1,4
2855,Bobby Lewis,1968,1971,G,6-3,175.0,"March 20, 1945",University of North Carolina,/players/l/lewisbo01.html,3,255.0,0.0,16.9,2.2,5.8,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.9,0.712,0.0,0.0,2.1,2.2,0.0,0.0,0.0,2.0,5.8,2
2856,Cedric Lewis,1996,1996,F-C,6-10,235.0,"September 24, 1969",University of Maryland,/players/l/lewisce01.html,0,3.0,0.0,1.3,0.7,1.0,0.667,0.0,0.0,0.0,0.7,1.0,0.667,0.667,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3,1
2857,Freddie Lewis,1949,1950,F-G,6-2,195.0,"January 6, 1921",Eastern Kentucky University,/players/l/lewisfr01.html,1,95.0,0.0,0.0,3.3,10.7,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.2,0.765,0.0,0.0,0.0,1.4,0.0,0.0,0.0,2.2,8.4,3
2865,Freddie Lewis,1967,1977,G,6-0,175.0,"July 1, 1943",Arizona State University,/players/l/lewisfr01.html,10,95.0,0.0,0.0,3.3,10.7,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.2,0.765,0.0,0.0,0.0,1.4,0.0,0.0,0.0,2.2,8.4,3
2873,Grady Lewis,1947,1949,F-C,6-7,215.0,"March 25, 1917",University of Oklahoma,/players/l/lewisgr01.html,2,139.0,0.0,0.0,2.0,7.8,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.595,0.0,0.0,0.0,0.9,0.0,0.0,0.0,3.0,5.4,3
2874,Martin Lewis,1996,1997,F,6-5,210.0,"April 28, 1975","Butler County Community College, Seward County Community College",/players/l/lewisma01.html,1,25.0,0.0,9.6,1.4,3.0,0.473,0.1,0.4,0.3,1.3,2.6,0.5,0.493,0.6,1.1,0.593,0.8,0.6,1.4,0.3,0.4,0.2,0.6,1.2,3.6,1
2875,Mike Lewis,1969,1974,C-F,6-8,225.0,"March 18, 1946",Duke University,/players/l/lewismi01.html,5,337.0,0.0,30.0,4.8,9.6,0.498,0.0,0.0,0.0,4.8,9.6,0.499,0.498,2.5,3.5,0.735,4.4,7.5,11.9,3.0,0.0,0.0,2.6,3.7,12.1,5
2876,Quincy Lewis,2000,2004,F,6-7,215.0,"June 26, 1977",University of Minnesota,/players/l/lewisqu01.html,4,159.0,21.0,11.7,1.5,3.7,0.397,0.2,0.7,0.333,1.2,3.0,0.412,0.429,0.4,0.6,0.71,0.4,0.9,1.3,0.6,0.4,0.2,0.6,2.1,3.6,2
2877,Ralph Lewis,1988,1990,G,6-6,200.0,"March 28, 1963",La Salle University,/players/l/lewisra01.html,2,99.0,0.0,6.8,0.9,2.2,0.414,0.0,0.0,0.25,0.9,2.1,0.417,0.416,0.5,0.9,0.562,0.6,0.6,1.2,0.3,0.3,0.1,0.5,0.7,2.3,2
